Название,Адрес,Город,Номер телефона,Вебсайт,Cсылка
Министерство Мужского Костюма,"Восток, Башня Федерация, Пресненская наб., 12, Москва-Сити, 56 этаж, офис 30",Москва,+7 985 335-49-99,,https://www.google.com/maps/place/%D0%9C%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D0%B5%D1%80%D1%81%D1%82%D0%B2%D0%BE+%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B3%D0%BE+%D0%9A%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D0%B0/data=!4m7!3m6!1s0x46b54b55150c0d7f:0xc7d71c4cb7dd2c5c!8m2!3d55.7475019!4d37.5412336!16s%2Fg%2F11fn65nlyr!19sChIJfw0MFVVLtUYRXCzdt0wc18c?authuser=0&hl=ru&rclk=1
Сарар Студия Мужского Костюма,"Новый Арбат ул., 13",Москва,+7 495 691-93-56,,https://www.google.com/maps/place/%D0%A1%D0%B0%D1%80%D0%B0%D1%80+%D0%A1%D1%82%D1%83%D0%B4%D0%B8%D1%8F+%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B3%D0%BE+%D0%9A%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D0%B0/data=!4m7!3m6!1s0x46b54a4c97c90bc1:0xe830588cb1420e73!8m2!3d55.752016!4d37.593721!16s%2Fg%2F11h0ctpzb!19sChIJwQvJl0xKtUYRcw5CsYxYMOg?authuser=0&hl=ru&rclk=1
Strellson,"Vnukovo Outlet Village, дер.",Москва,+7 926 387-24-89,,https://www.google.com/maps/place/Strellson/data=!4m7!3m6!1s0x46b553c1efe8bacf:0xa5730398d0604c62!8m2!3d55.6102402!4d37.3344187!16s%2Fg%2F11c6114m7p!19sChIJz7ro78FTtUYRYkxg0JgDc6U?authuser=0&hl=ru&rclk=1
Laberto Tailoring Moscow,"ул. Платовская, 4",Москва,+7 495 668-09-26,,https://www.google.com/maps/place/Laberto+Tailoring+Moscow/data=!4m7!3m6!1s0x46b54b0beb8b87d7:0x4e09790523ba1e9!8m2!3d55.7447443!4d37.5545848!16s%2Fg%2F11gtbzd9g1!19sChIJ14eL6wtLtUYR6aE7UpCX4AQ?authuser=0&hl=ru&rclk=1
Мужские рубашки,"ул. Профсоюзная, д. 61А",Москва,,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B5+%D1%80%D1%83%D0%B1%D0%B0%D1%88%D0%BA%D0%B8/data=!4m7!3m6!1s0x46b54d2451000001:0xa01b2bb7995e1f0d!8m2!3d55.6559875!4d37.5418248!16s%2Fg%2F11mw8jw5tp!19sChIJAQAAUSRNtUYRDR9embcrG6A?authuser=0&hl=ru&rclk=1
Pokrov шоу-рум мужских костюмов,"Марксистская ул., 3с1",Москва,+7 925 081-88-01,,https://www.google.com/maps/place/Pokrov+%D1%88%D0%BE%D1%83-%D1%80%D1%83%D0%BC+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D1%85+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D0%BE%D0%B2/data=!4m7!3m6!1s0x46b54be35521e93d:0x7a16ae2f1a3cd8fd!8m2!3d55.7386239!4d37.6612257!16s%2Fg%2F11ff5h644y!19sChIJPekhVeNLtUYR_dg8Gi-uFno?authuser=0&hl=ru&rclk=1
"Bagozza, магазин мужской одежды","ул. Гарибальди, 23",Москва,+7 495 779-43-71,,"https://www.google.com/maps/place/Bagozza,+%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x46b54cdd104cbaa9:0xcdcb61a7519d3aa6!8m2!3d55.6713225!4d37.553571!16s%2Fg%2F12hmlbm5m!19sChIJqbpMEN1MtUYRpjqdUadhy80?authuser=0&hl=ru&rclk=1"
Черный Костюм Тройка,"Берсеневская набережная, 6с3",Москва,,,https://www.google.com/maps/place/%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+%D0%9A%D0%BE%D1%81%D1%82%D1%8E%D0%BC+%D0%A2%D1%80%D0%BE%D0%B9%D0%BA%D0%B0/data=!4m7!3m6!1s0x46b54baa13427a55:0x24cc4afb50089d1a!8m2!3d55.7408157!4d37.608925!16s%2Fg%2F11rylmx92t!19sChIJVXpCE6pLtUYRGp0IUPtKzCQ?authuser=0&hl=ru&rclk=1
Castangia,"Кутузовский просп., 48",Москва,+7 495 970-11-20,,https://www.google.com/maps/place/Castangia/data=!4m7!3m6!1s0x46b54f923b93b393:0xaab8f0f9da1527b8!8m2!3d55.7317135!4d37.4877704!16s%2Fg%2F11q30wqsh6!19sChIJk7OTO5JPtUYRuCcV2vnwuKo?authuser=0&hl=ru&rclk=1
Магазин мужской одежды,"Таганская ул., 3, 31 секция, ТОЦ Таганский Пассаж",Москва,+7 499 409-22-70,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x46b54ae862ee1b5d:0x85d9b18cd8bf0e35!8m2!3d55.7412772!4d37.6584558!16s%2Fg%2F12htxs8ff!19sChIJXRvuYuhKtUYRNQ6_2Iyx2YU?authuser=0&hl=ru&rclk=1
Магазин мужской одежды,"Университетский пр., 2 б",Москва,,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x46b54c8efdf83d11:0x35a4c6c6c00a54a6!8m2!3d55.695687!4d37.555986!16s%2Fg%2F12hqpb0n5!19sChIJET34_Y5MtUYRplQKwMbGpDU?authuser=0&hl=ru&rclk=1
Albione,"Пресненская наб., д. 2",Москва,+7 495 933-43-75,,https://www.google.com/maps/place/Albione/data=!4m7!3m6!1s0x46b54bcb5fb91e6d:0x20a43e8d64d6c231!8m2!3d55.7491097!4d37.5394724!16s%2Fg%2F1tlbsdcn!19sChIJbR65X8tLtUYRMcLWZI0-pCA?authuser=0&hl=ru&rclk=1
Сударь,"Боровское ш., 27 м",Москва,+7 495 721-23-30,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x46b5522655555555:0x7d8772c06b008aa!8m2!3d55.6449775!4d37.3655967!16s%2Fg%2F11c20cgw89!19sChIJVVVVVSZStUYRqgiwBix32Ac?authuser=0&hl=ru&rclk=1
"Troy collezione, магазин мужской одежды","Пресненская набережная, 2, ТРЦ АФИМОЛЛ Сити, этаж 3",Москва,+7 495 725-19-93,,"https://www.google.com/maps/place/Troy+collezione,+%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x46b54bb453db3a93:0xeaeb03b7eea5b732!8m2!3d55.749868!4d37.54145!16s%2Fg%2F12hrfldkf!19sChIJkzrbU7RLtUYRMrel7rcD6-o?authuser=0&hl=ru&rclk=1"
TAKBIR-MUSLIM- магазин мужской мусульманской одежды,"Калужское ш., 22 км, 10",Москва,+7 909 618-17-17,,https://www.google.com/maps/place/TAKBIR-MUSLIM-+%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BC%D1%83%D1%81%D1%83%D0%BB%D1%8C%D0%BC%D0%B0%D0%BD%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x414aad5ca8af1225:0xa415f486de243f4c!8m2!3d55.599087!4d37.4731!16s%2Fg%2F11h10w16qt!19sChIJJRKvqFytSkERTD8k3ob0FaQ?authuser=0&hl=ru&rclk=1
Мужская Одежда Van Cliff,"Варшавское ш., 140",Москва,,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F+%D0%9E%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0+Van+Cliff/data=!4m7!3m6!1s0x414ab261c98d5e4b:0x232d0220769368b3!8m2!3d55.6116064!4d37.6082918!16s%2Fg%2F11h40zv3vt!19sChIJS16NyWGySkERs2iTdiACLSM?authuser=0&hl=ru&rclk=1
Одежда для мужчин,"Варшавское ш., 156A",Москва,,,https://www.google.com/maps/place/%D0%9E%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0+%D0%B4%D0%BB%D1%8F+%D0%BC%D1%83%D0%B6%D1%87%D0%B8%D0%BD/data=!4m7!3m6!1s0x414ab279bb73439b:0x467c9b9d6b4bcd63!8m2!3d55.596422!4d37.6013579!16s%2Fg%2F1ptvwdkdl!19sChIJm0Nzu3mySkERY81La52bfEY?authuser=0&hl=ru&rclk=1
Мужской свадебный салон Свадебные костюмы,"Варшавское ш., 87 Б, ТЦ ВАРШАВСКИЙ, 2 этаж",Москва,+7 985 998-61-90,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D1%81%D0%B2%D0%B0%D0%B4%D0%B5%D0%B1%D0%BD%D1%8B%D0%B9+%D1%81%D0%B0%D0%BB%D0%BE%D0%BD+%D0%A1%D0%B2%D0%B0%D0%B4%D0%B5%D0%B1%D0%BD%D1%8B%D0%B5+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B/data=!4m7!3m6!1s0x46b54adb8372c92d:0x2f8bb4250a368e49!8m2!3d55.65402!4d37.62044!16s%2Fg%2F11b5pkczwg!19sChIJLclyg9tKtUYRSY42CiW0iy8?authuser=0&hl=ru&rclk=1
Мужской Свадебный Салон Золотой Кафтан,"Андропова пр-т, дом 13А",Москва,+7 499 618-75-91,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%A1%D0%B2%D0%B0%D0%B4%D0%B5%D0%B1%D0%BD%D1%8B%D0%B9+%D0%A1%D0%B0%D0%BB%D0%BE%D0%BD+%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%B9+%D0%9A%D0%B0%D1%84%D1%82%D0%B0%D0%BD/data=!4m7!3m6!1s0x414ab4a2d92f38c1:0xcf9abfba10f90024!8m2!3d55.684066!4d37.667375!16s%2Fg%2F1hfbnc_b_!19sChIJwTgv2aK0SkERJAD5ELq_ms8?authuser=0&hl=ru&rclk=1
"СПЕКТР, магазин мужских костюмов","1/1, МКАД, 19-й км, 11 линия, 80 павильон, ТК Южные ворота",Москва,+7 915 399-45-76,,"https://www.google.com/maps/place/%D0%A1%D0%9F%D0%95%D0%9A%D0%A2%D0%A0,+%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D1%85+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D0%BE%D0%B2/data=!4m7!3m6!1s0x414ab1365e88f57b:0x1fb34ac55f459ec6!8m2!3d55.621938!4d37.783365!16s%2Fg%2F1pzsys13r!19sChIJe_WIXjaxSkERxp5FX8VKsx8?authuser=0&hl=ru&rclk=1"
Van Cliff,"Кировоградская ул., 13А",Москва,+7 925 054-60-63,,https://www.google.com/maps/place/Van+Cliff/data=!4m7!3m6!1s0x414ab2602b3adf0b:0x6fb81cd0bb2707dc!8m2!3d55.61265!4d37.6069292!16s%2Fg%2F11g6b0vv2q!19sChIJC986K2CySkER3Acnu9AcuG8?authuser=0&hl=ru&rclk=1
мужские костюмы adamsoul,"Нижегородская ул., 33",Москва,+7 495 984-83-35,,https://www.google.com/maps/place/%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B5+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B+adamsoul/data=!4m7!3m6!1s0x414ab535f6900dfd:0x912613d36842202f!8m2!3d55.7332703!4d37.714109!16s%2Fg%2F11ddzl7lqg!19sChIJ_Q2Q9jW1SkERLyBCaNMTJpE?authuser=0&hl=ru&rclk=1
Костюм,"Элеваторная ул., 19",Москва,,,https://www.google.com/maps/place/%D0%9A%D0%BE%D1%81%D1%82%D1%8E%D0%BC/data=!4m7!3m6!1s0x414ab23b787cd04d:0xafffb8286e6c9cfe!8m2!3d55.6030449!4d37.6622349!16s%2Fg%2F11r6t3wt8t!19sChIJTdB8eDuySkER_pxsbii4_68?authuser=0&hl=ru&rclk=1
Olymp-Men интернет-магазин мужской одежды,"Варшавское ш., 36с2",Москва,+7 495 785-81-08,,https://www.google.com/maps/place/Olymp-Men+%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%82-%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x414ab342db22f4c3:0xc362a808b5a96235!8m2!3d55.672603!4d37.6252569!16s%2Fg%2F11gzvd19y!19sChIJw_Qi20KzSkERNWKptQioYsM?authuser=0&hl=ru&rclk=1
Altaport - Магазин Мужской Одежды,"Южнопортовая ул., 5",Москва,,,https://www.google.com/maps/place/Altaport+-+%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%9E%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x414ab56d676adf07:0x95dbf6c75efd2c81!8m2!3d55.7088027!4d37.6894805!16s%2Fg%2F11jdqntkb_!19sChIJB99qZ221SkERgSz9Xsf225U?authuser=0&hl=ru&rclk=1
Donatto,"ул. Профсоюзная, 126, корп. 1",Москва,+7 495 420-12-68 ext. 4017,,https://www.google.com/maps/place/Donatto/data=!4m7!3m6!1s0x46b54d51b7171821:0x2f4cbc72baafd7db!8m2!3d55.632551!4d37.5186199!16s%2Fg%2F12hlxvrfm!19sChIJIRgXt1FNtUYR29evunK8TC8?authuser=0&hl=ru&rclk=1
JS Casual,"ул. Миклухо-Маклая, 32А",Москва,+7 495 775-29-32,,https://www.google.com/maps/place/JS+Casual/data=!4m7!3m6!1s0x46b54d484cf7e7c5:0xaca9033dc00c60c!8m2!3d55.6409903!4d37.5307533!16s%2Fg%2F12qg85p_1!19sChIJxef3TEhNtUYRDMYA3DOQygo?authuser=0&hl=ru&rclk=1
Henderson,"Кировоградская ул., 13А",Москва,+7 495 134-36-77,,https://www.google.com/maps/place/Henderson/data=!4m7!3m6!1s0x414ab261d7c1d7df:0x14d7d201d4cb7a80!8m2!3d55.6122121!4d37.6077754!16s%2Fg%2F11c6mbhg25!19sChIJ39fB12GySkERgHrL1AHS1xQ?authuser=0&hl=ru&rclk=1
ЭSTET,"Ореховый б-р, 15, ТЦ ""Галерея Водолей"" 1 этаж",Москва,+7 929 507-50-06,,https://www.google.com/maps/place/%D0%ADSTET/data=!4m7!3m6!1s0x414ab17cc577a223:0x17cb83015fb7ee90!8m2!3d55.6128361!4d37.7203148!16s%2Fg%2F1tgxgm6s!19sChIJI6J3xXyxSkERkO63XwGDyxc?authuser=0&hl=ru&rclk=1
Интернет-магазин мужской одежды Good Manners,"ул. Брусилова, 41",Москва,+7 800 201-20-50,,https://www.google.com/maps/place/%D0%98%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%82-%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B+Good+Manners/data=!4m7!3m6!1s0x414aaf900039ac3d:0x3c327f85e9e79794!8m2!3d55.502517!4d37.598702!16s%2Fg%2F11mnkpmwfj!19sChIJPaw5AJCvSkERlJfn6YV_Mjw?authuser=0&hl=ru&rclk=1
FunDay,"Чечерский пр., 51",Москва,+7 800 770-01-01,,https://www.google.com/maps/place/FunDay/data=!4m7!3m6!1s0x414aac0b7aaa55d9:0x5abdf7c2ee1faf85!8m2!3d55.5239927!4d37.5179628!16s%2Fg%2F11j4swjz6n!19sChIJ2VWqegusSkERha8f7sL3vVo?authuser=0&hl=ru&rclk=1
Стильпарк,"ТРЦ ""Бутово Молл, Чечерский пр., 51",Москва,+7 800 700-44-88,,https://www.google.com/maps/place/%D0%A1%D1%82%D0%B8%D0%BB%D1%8C%D0%BF%D0%B0%D1%80%D0%BA/data=!4m7!3m6!1s0x414aadea62015a57:0x1a1bcef2b6219150!8m2!3d55.5239927!4d37.5179628!16s%2Fg%2F11jtzd2j3t!19sChIJV1oBYuqtSkERUJEhtvLOGxo?authuser=0&hl=ru&rclk=1
Сударь,Москва Кировоградская улица 9к4 ТЦ Южный,Москва,+7 499 753-22-04,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x414ab336f204c591:0x9aba728d018fa42e!8m2!3d55.621734!4d37.6115239!16s%2Fg%2F11j5lg6wcg!19sChIJkcUE8jazSkERLqSPAY1yupo?authuser=0&hl=ru&rclk=1
Сударь,"Москва Варшавское шоссе 152к2 м, ул. Академика Янгеля",Москва,+7 495 389-61-44,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x414aad8808e2bb45:0xabecf640682c706f!8m2!3d55.591259!4d37.5983389!16s%2Fg%2F1tfyzn_8!19sChIJRbviCIitSkERb3AsaED27Ks?authuser=0&hl=ru&rclk=1
Спортивные костюмы,"Проектируемый пр., 72",Москва,+7 953 255-77-11,,https://www.google.com/maps/place/%D0%A1%D0%BF%D0%BE%D1%80%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B5+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B/data=!4m7!3m6!1s0x414aae9df8e62391:0x9d95b0715fcff58b!8m2!3d55.5304847!4d37.5747871!16s%2Fg%2F11ng2ynk_8!19sChIJkSPm-J2uSkERi_XPX3GwlZ0?authuser=0&hl=ru&rclk=1
CLAUDE,"МКАД, 30",Москва,+7 499 944-00-92,,https://www.google.com/maps/place/CLAUDE/data=!4m7!3m6!1s0x414ab68d2f6964e1:0x297cf9455f38983d!8m2!3d55.654879!4d37.830958!16s%2Fg%2F1pzv4xzvx!19sChIJ4WRpL422SkERPZg4X0X5fCk?authuser=0&hl=ru&rclk=1
Сударь,"м.Кантемировская, Кантемировская ул., 29",Москва,+7 499 320-31-65,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x414ab3a45247f0e1:0xb7280b84e3abe99c!8m2!3d55.6371903!4d37.665625!16s%2Fg%2F1tf5nsgp!19sChIJ4fBHUqSzSkERnOmr44QLKLc?authuser=0&hl=ru&rclk=1
Donatto,"ТЦ ""Пражский Пассаж"", ул. Красного Маяка, 2Б, 1 этаж",Москва,+7 495 721-82-62,,https://www.google.com/maps/place/Donatto/data=!4m7!3m6!1s0x414ab261c1ed21fb:0xd396251475088ccc!8m2!3d55.611339!4d37.6053901!16s%2Fg%2F1tjt0gv9!19sChIJ-yHtwWGySkERzIwIdRQlltM?authuser=0&hl=ru&rclk=1
velikan1.ru,"Тихорецкий б-р, 1 стр 1",Москва,+7 916 873-24-58,,https://www.google.com/maps/place/velikan1.ru/data=!4m7!3m6!1s0x414ab43721048855:0x89c4bc0d35c15249!8m2!3d55.6737114!4d37.7795855!16s%2Fg%2F11c0pym6y7!19sChIJVYgEITe0SkERSVLBNQ28xIk?authuser=0&hl=ru&rclk=1
Мужская одежда,"ул.3-Е Почтовое отделение дом 100 этаж 2, павильон 3",Москва,+7 926 414-11-82,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0/data=!4m7!3m6!1s0x414ab703a3154f91:0xbfc238b87be6c828!8m2!3d55.6837974!4d37.8658661!16s%2Fg%2F11h4dc52mk!19sChIJkU8VowO3SkERKMjme7g4wr8?authuser=0&hl=ru&rclk=1
Life Mens (Магазин мужской одежды),"1-й Автозаводский, пр. 1-й Тушинский",Москва,+7 989 160-96-57,,https://www.google.com/maps/place/Life+Mens+%28%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%29/data=!4m7!3m6!1s0x414ab4cb2134eced:0x8728cfe6fd40b695!8m2!3d55.7048174!4d37.6585598!16s%2Fg%2F11c2kcql84!19sChIJ7ew0Icu0SkERlbZA_ebPKIc?authuser=0&hl=ru&rclk=1
HENDERSON,"1-й Покровский пр-д, 5, СТЦ «МЕГА Белая Дача», 1 этаж",Москва,+7 495 134-39-00,,https://www.google.com/maps/place/HENDERSON/data=!4m7!3m6!1s0x414ab6f2ad07f1e1:0x157c6ee6d910f55b!8m2!3d55.6541889!4d37.8419824!16s%2Fg%2F1tdypb8p!19sChIJ4fEHrfK2SkERW_UQ2eZufBU?authuser=0&hl=ru&rclk=1
Van CLIFF,"ул. Перерва, 43 корпус 1",Москва,+7 495 980-23-06,,https://www.google.com/maps/place/Van+CLIFF/data=!4m7!3m6!1s0x414ab55e09299f8b:0x27753a90862b0cba!8m2!3d55.6596166!4d37.7497257!16s%2Fg%2F11nmhsmfg8!19sChIJi58pCV61SkERugwrhpA6dSc?authuser=0&hl=ru&rclk=1
Мужской Спортивный Костюм Gant,"МКАД, 32-й",Москва,,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%A1%D0%BF%D0%BE%D1%80%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B9+%D0%9A%D0%BE%D1%81%D1%82%D1%8E%D0%BC+Gant/data=!4m7!3m6!1s0x414ab6eaf69bb2bf:0x4202a0e8ee9b43f9!8m2!3d55.644667!4d37.8213621!16s%2Fg%2F11rq1lghby!19sChIJv7Kb9uq2SkER-UOb7uigAkI?authuser=0&hl=ru&rclk=1
Carducci,"Автозаводская ул., 18",Москва,+7 926 047-30-02,,https://www.google.com/maps/place/Carducci/data=!4m7!3m6!1s0x46b54b49a0383c15:0x3954f2c77be6be42!8m2!3d55.7048978!4d37.6398818!16s%2Fg%2F11j3mc2b27!19sChIJFTw4oElLtUYRQr7me8fyVDk?authuser=0&hl=ru&rclk=1
Albione,"МКАД, 24-й километр, 1",Москва,+7 495 727-16-09,,https://www.google.com/maps/place/Albione/data=!4m7!3m6!1s0x414ab1bcd8534057:0x50bdd11027f6be60!8m2!3d55.586563!4d37.724567!16s%2Fg%2F1hhw8jfd8!19sChIJV0BT2LyxSkERYL72JxDRvVA?authuser=0&hl=ru&rclk=1
OLYMP,"МКАД 24 км, 24",Москва,+7 495 727-16-44,,https://www.google.com/maps/place/OLYMP/data=!4m7!3m6!1s0x414ab1bd2ad488a1:0xa97fbd7a4cfa09d9!8m2!3d55.5864016!4d37.7246638!16s%2Fg%2F11dxs2njky!19sChIJoYjUKr2xSkER2Qn6THq9f6k?authuser=0&hl=ru&rclk=1
"ТВОЙ СТИЛЬ, магазин мужской одежды","ул. Ленина, 10",Москва,+7 495 552-15-70,,"https://www.google.com/maps/place/%D0%A2%D0%92%D0%9E%D0%99+%D0%A1%D0%A2%D0%98%D0%9B%D0%AC,+%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x414aba19230f79f5:0xeabda30aa15ece88!8m2!3d55.5784246!4d37.9047911!16s%2Fg%2F1pzqczj81!19sChIJ9XkPIxm6SkERiM5eoQqjveo?authuser=0&hl=ru&rclk=1"
Сеть магазинов мужской одежды Gosudar,"ул. Инициативная, д. 7Б",Москва,+7 926 529-61-05,,https://www.google.com/maps/place/%D0%A1%D0%B5%D1%82%D1%8C+%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD%D0%BE%D0%B2+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B+Gosudar/data=!4m7!3m6!1s0x414ab62402ffffff:0x523fbb9fc39dc7ff!8m2!3d55.6860599!4d37.8987028!16s%2Fg%2F11rg20c2lj!19sChIJ____AiS2SkER_8edw5-7P1I?authuser=0&hl=ru&rclk=1
Strellson,"Новорязанское ш., 8",Москва,+7 926 387-24-79,,https://www.google.com/maps/place/Strellson/data=!4m7!3m6!1s0x414ab64e100ea087:0x9ae0098a30860a91!8m2!3d55.6612312!4d37.8776251!16s%2Fg%2F11bzrk_zrd!19sChIJh6AOEE62SkERkQqGMIoJ4Jo?authuser=0&hl=ru&rclk=1
Мужская одежда Классика,"ул. Вешняковская, 22А",Москва,,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0+%D0%9A%D0%BB%D0%B0%D1%81%D1%81%D0%B8%D0%BA%D0%B0/data=!4m7!3m6!1s0x414ab54964463f69:0x6e3449752caa9c3f!8m2!3d55.720428!4d37.82218!16s%2Fg%2F11h4kgfrzw!19sChIJaT9GZEm1SkERP5yqLHVJNG4?authuser=0&hl=ru&rclk=1
Мужские Костюмы,"ул. Граничная, 4а",Москва,,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B5+%D0%9A%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B/data=!4m7!3m6!1s0x414ac94775afd279:0x51df95e484e246d!8m2!3d55.7487637!4d37.9867375!16s%2Fg%2F11j1hz04l4!19sChIJedKvdUfJSkERbSROSF75HQU?authuser=0&hl=ru&rclk=1
D'S Damat,"Новорязанское ш., 8",Москва,+7 495 787-33-59,,https://www.google.com/maps/place/D%27S+Damat/data=!4m7!3m6!1s0x414ab651e4ad3893:0x876a74aa5fd3924d!8m2!3d55.660383!4d37.8789213!16s%2Fg%2F11c5_5_63q!19sChIJkzit5FG2SkERTZLTX6p0aoc?authuser=0&hl=ru&rclk=1
Мужской Стиль,"Южная ул., 10А",Москва,,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%A1%D1%82%D0%B8%D0%BB%D1%8C/data=!4m7!3m6!1s0x414aca4fa3ec37af:0x4bf0f619006d4a39!8m2!3d55.7471723!4d37.8619956!16s%2Fg%2F11hblj1nky!19sChIJrzfso0_KSkEROUptABn28Es?authuser=0&hl=ru&rclk=1
